web-scraper-order,Car Model,Old Price,Price Change,New Price,date_range
1680210890-2705,Soueast DX7 NOVA A/T / Top Line 2022,"695,000
EGP","trending_up
+5,000
EGP","700,000
EGP",11/10/2022
1680210890-2706,Audi A3 A/T / Advanced 2022,"990,000
EGP","trending_up
+260,000
EGP","1,250,000
EGP",15/12/2022
1680210890-2707,Audi A3 A/T / Advanced 2022,"825,000
EGP","trending_up
+165,000
EGP","990,000
EGP",15/11/2022
1680210890-2708,Audi A3 A/T / Advanced 2022,"700,000
 EGP","trending_up
+125,000
EGP","825,000
EGP",12/10/2022
1680210890-2709,Audi A3 A/T / Advanced 2022,"680,000
EGP","trending_up
+20,000
EGP","700,000
EGP",23/06/2022
1680210890-2710,Audi A3 A/T / Advanced 2022,"610,000
EGP","trending_up
+70,000
EGP","680,000
EGP",11/5/2022
1680210890-2711,Audi A3 A/T / Advanced 2022,"585,000
EGP","trending_up
+25,000
EGP","610,000
EGP",22/02/2022
1680210890-2712,Audi A3 A/T / S-Line 2022,"1,100,000
EGP","trending_up
+250,000
EGP","1,350,000
EGP",15/12/2022
1680210890-2713,Audi A3 A/T / S-Line 2022,"925,000
EGP","trending_up
+175,000
EGP","1,100,000
EGP",15/11/2022
1680210890-2714,Audi A3 A/T / S-Line 2022,"780,000
EGP","trending_up
+145,000
EGP","925,000
EGP",12/10/2022
1680210890-2715,Audi A3 A/T / S-Line 2022,"760,000
EGP","trending_up
+20,000
EGP","780,000
EGP",23/06/2022
1680210890-2716,Audi A3 A/T / S-Line 2022,"680,000
EGP","trending_up
+80,000
EGP","760,000
EGP",11/5/2022
1680210890-2717,Audi A3 A/T / S-Line 2022,"650,000
EGP","trending_up
+30,000
EGP","680,000
EGP",22/02/2022
1680210890-2718,Audi A3 A/T / Sport back 2022,"1,100,000
EGP","trending_up
+250,000
EGP","1,350,000
EGP",15/12/2022
1680210890-2719,Audi A3 A/T / Sport back 2022,"925,000
EGP","trending_up
+175,000
EGP","1,100,000
EGP",15/11/2022
1680210890-2720,Audi A3 A/T / Sport back 2022,"760,000
EGP","trending_up
+165,000
EGP","925,000
EGP",12/10/2022
1680210890-2721,Audi A4 A/T / Smart 2022,"1,350,000
EGP","trending_up
+200,000
EGP","1,550,000
EGP",15/12/2022
1680210890-2722,Audi A4 A/T / Smart 2022,"1,150,000
EGP","trending_up
+200,000
EGP","1,350,000
EGP",15/11/2022
1680210890-2723,Audi A4 A/T / Smart 2022,"940,000
EGP","trending_up
+210,000
EGP","1,150,000
EGP",12/10/2022
1680210890-2724,Audi A4 A/T / Smart 2022,"925,000
EGP","trending_up
+15,000
EGP","940,000
EGP",23/06/2022
1680210890-2725,Audi A4 A/T / Smart 2022,"830,000
EGP","trending_up
+95,000
EGP","925,000
EGP",11/5/2022
1680210890-2726,Audi A4 A/T / Smart 2022,"890,000
EGP","trending_down
-60,000
EGP","830,000
EGP",22/02/2022
1680210890-2727,Audi A4 A/T / S Line Plus 2022,"1,550,000
EGP","trending_up
+240,000
EGP","1,790,000
EGP",15/12/2022
1680210890-2728,Audi A4 A/T / S Line Plus 2022,"1,300,000
EGP","trending_up
+250,000
EGP","1,550,000
EGP",15/11/2022
1680210890-2729,Audi A4 A/T / S Line Plus 2022,"1,100,000
EGP","trending_up
+200,000
EGP","1,300,000
EGP",12/10/2022
1680210890-2730,Audi A4 A/T / S Line Plus 2022,"1,080,000
EGP","trending_up
+20,000
EGP","1,100,000
EGP",23/06/2022
1680210890-2731,Audi A4 A/T / S Line Plus 2022,"950,000
EGP","trending_up
+130,000
EGP","1,080,000
EGP",11/5/2022
1680210890-2732,Audi A4 A/T / S Line Plus 2022,"930,000
EGP","trending_up
+20,000
EGP","950,000
EGP",22/02/2022
1680210890-2733,Audi A5 A/T / S-Line 2022,"1,700,000
EGP","trending_up
+190,000
EGP","1,890,000
EGP",15/12/2022
1680210890-2734,Audi A5 A/T / S-Line 2022,"1,400,000
EGP","trending_up
+300,000
EGP","1,700,000
EGP",15/11/2022
1680210890-2735,Audi A5 A/T / S-Line 2022,"1,200,000
EGP","trending_up
+200,000
EGP","1,400,000
EGP",12/10/2022
1680210890-2736,Audi A5 A/T / S-Line 2022,"1,150,000
EGP","trending_up
+50,000
EGP","1,200,000
EGP",23/06/2022
1680210890-2737,Audi A5 A/T / S-Line 2022,"1,025,000
EGP","trending_up
+125,000
EGP","1,150,000
EGP",11/5/2022
1680210890-2738,Audi A5 A/T / S-Line 2022,"999,000
EGP","trending_up
+26,000
EGP","1,025,000
EGP",22/02/2022
1680210890-2739,Audi A6 A/T / S Line 2022,"2,150,000
EGP","trending_up
+350,000
EGP","2,500,000
EGP",15/12/2022
1680210890-2740,Audi A6 A/T / S Line 2022,"1,790,000
EGP","trending_up
+360,000
EGP","2,150,000
EGP",15/11/2022
1680210890-2741,Audi A6 A/T / S Line 2022,"1,520,000
EGP","trending_up
+270,000
EGP","1,790,000
EGP",12/10/2022
1680210890-2742,Audi A6 A/T / S Line 2022,"1,490,000
EGP","trending_up
+30,000
EGP","1,520,000
EGP",23/06/2022
1680210890-2743,Audi A6 A/T / S Line 2022,"1,360,000
EGP","trending_up
+130,000
EGP","1,490,000
EGP",11/5/2022
1680210890-2744,Audi A6 A/T / S Line 2022,"1,350,000
EGP","trending_up
+10,000
EGP","1,360,000
EGP",22/02/2022
1680210890-2745,Audi Q2 A/T / Basis 2022,"880,000
EGP","trending_up
+119,000
EGP","999,000
EGP",15/12/2022
1680210890-2746,Audi Q2 A/T / Basis 2022,"790,000
EGP","trending_up
+90,000
EGP","880,000
EGP",15/11/2022
1680210890-2747,Audi Q2 A/T / Basis 2022,"630,000
EGP","trending_up
+160,000
EGP","790,000
EGP",12/10/2022
1680210890-2748,Audi Q2 A/T / Basis 2022,"610,000
EGP","trending_up
+20,000
EGP","630,000
EGP",23/06/2022
1680210890-2749,Audi Q2 A/T / Basis 2022,"555,000
EGP","trending_up
+55,000
EGP","610,000
EGP",11/5/2022
1680210890-2750,Audi Q2 A/T / S Line 2022,"1,090,000
EGP","trending_up
+160,000
 EGP","1,250,000
EGP",15/12/2022
1680210890-2751,Audi Q2 A/T / S Line 2022,"890,000
EGP","trending_up
+200,000
EGP","1,090,000
EGP",15/11/2022
1680210890-2752,Audi Q2 A/T / S Line 2022,"780,000
EGP","trending_up
+110,000
EGP","890,000
EGP",12/10/2022
1680210890-2753,Audi Q2 A/T / S Line 2022,"755,000
EGP","trending_up
+25,000
EGP","780,000
EGP",23/06/2022
1680210890-2754,Audi Q2 A/T / S Line 2022,"655,000
EGP","trending_up
+100,000
EGP","755,000
EGP",11/5/2022
1680210890-2755,Audi Q2 A/T / S Line 2022,"645,000
EGP","trending_up
+10,000
EGP","655,000
EGP",22/02/2022
1680210890-2756,Audi Q3 A/T / Advanced 2022,"1,150,000
EGP","trending_up
+225,000
EGP","1,375,000
EGP",15/12/2022
1680210890-2757,Audi Q3 A/T / Advanced 2022,"990,000
EGP","trending_up
+160,000
EGP","1,150,000
EGP",15/11/2022
1680210890-2758,Audi Q3 A/T / Advanced 2022,"825,000
EGP","trending_up
+165,000
EGP","990,000
EGP",12/10/2022
1680210890-2759,Audi Q3 A/T / Advanced 2022,"810,000
EGP","trending_up
 +15,000
EGP","825,000
EGP",23/06/2022
1680210890-2760,Audi Q3 A/T / Advanced 2022,"725,000
EGP","trending_up
+85,000
EGP","810,000
EGP",11/5/2022
1680210890-2761,Audi Q3 A/T / Advanced 2022,"710,000
EGP","trending_up
+15,000
EGP","725,000
EGP",22/02/2022
1680210890-2762,Audi Q3 A/T / S-Line 2022,"1,300,000
EGP","trending_up
+250,000
EGP","1,550,000
EGP",15/12/2022
1680210890-2763,Audi Q3 A/T / S-Line 2022,"1,090,000
EGP","trending_up
+210,000
EGP","1,300,000
EGP",15/11/2022
1680210890-2764,Audi Q3 A/T / S-Line 2022,"925,000
EGP","trending_up
+165,000
EGP","1,090,000
EGP",12/10/2022
1680210890-2765,Audi Q3 A/T / S-Line 2022,"899,000
EGP","trending_up
+26,000
EGP","925,000
EGP",23/06/2022
1680210890-2766,Audi Q3 A/T / S-Line 2022,"815,000
EGP","trending_up
+84,000
EGP","899,000
EGP",11/5/2022
1680210890-2767,Audi Q3 A/T / S-Line 2022,"799,000
EGP","trending_up
+16,000
EGP","815,000
EGP",22/02/2022
1680210890-2768,Audi Q3 A/T / SB W New-Rim 2022,"1,450,000
EGP","trending_up
+240,000
EGP","1,690,000
EGP",15/12/2022
1680210890-2769,Audi Q3 A/T / SB W New-Rim 2022,"1,190,000
EGP","trending_up
+260,000
EGP","1,450,000
EGP",15/11/2022
1680210890-2770,Audi Q3 A/T / SB W New-Rim 2022,"980,000
EGP","trending_up
+210,000
EGP","1,190,000
EGP",12/10/2022
1680210890-2771,Audi Q3 A/T / SB W New-Rim 2022,"950,000
EGP","trending_up
+30,000
EGP","980,000
EGP",23/06/2022
1680210890-2772,Audi Q3 A/T / SB W New-Rim 2022,"855,000
EGP","trending_up
+95,000
EGP","950,000
EGP",11/5/2022
1680210890-2773,Audi Q3 A/T / SB W New-Rim 2022,"830,000
EGP","trending_up
+25,000
EGP","855,000
EGP",22/02/2022
1680210890-2774,Audi Q3 A/T / Sport back 2022,"1,700,000
EGP","trending_up
+250,000
EGP","1,950,000
EGP",15/12/2022
1680210890-2775,Audi Q3 A/T / Sport back 2022,"1,390,000
EGP","trending_up
+310,000
EGP","1,700,000
EGP",15/11/2022
1680210890-2776,Audi Q3 A/T / Sport back 2022,"1,180,000
EGP","trending_up
+210,000
EGP","1,390,000
EGP",12/10/2022
1680210890-2777,Audi Q3 A/T / Sport back 2022,"1,150,000
EGP","trending_up
+30,000
EGP","1,180,000
EGP",23/06/2022
1680210890-2778,Audi Q3 A/T / Sport back 2022,"1,025,000
EGP","trending_up
+125,000
EGP","1,150,000
EGP",11/5/2022
1680210890-2779,Audi Q3 A/T / Sport back 2022,"990,000
EGP","trending_up
+35,000
EGP","1,025,000
EGP",22/02/2022
1680210890-2780,Audi Q8 A/T / S Line 2022,"3,300,000
EGP","trending_up
+250,000
EGP","3,550,000
EGP",15/12/2022
1680210890-2781,Audi Q8 A/T / S Line 2022,"2,850,000
EGP","trending_up
+450,000
EGP","3,300,000
EGP",15/11/2022
1680210890-2782,Audi Q8 A/T / S Line 2022,"2,440,000
EGP","trending_up
+410,000
EGP","2,850,000
EGP",12/10/2022
1680210890-2783,Audi Q8 A/T / S Line 2022,"2,380,000
EGP","trending_up
+60,000
EGP","2,440,000
EGP",23/06/2022
1680210890-2784,Audi Q8 A/T / S Line 2022,"2,120,000
EGP","trending_up
+260,000
EGP","2,380,000
EGP",11/5/2022
1680210890-2785,Audi Q8 A/T / S Line 2022,"2,020,000
EGP","trending_up
+100,000
EGP","2,120,000
EGP",22/02/2022
1680210890-2786,Audi Q8 A/T / S Line Plus 2022,"3,350,000
EGP","trending_up
+400,000
EGP","3,750,000
EGP",15/12/2022
1680210890-2787,Audi Q8 A/T / S Line Plus 2022,"3,000,000
EGP","trending_up
+350,000
EGP","3,350,000
EGP",15/11/2022
1680210890-2788,Audi Q8 A/T / S Line Plus 2022,"2,650,000
EGP","trending_up
+350,000
EGP","3,000,000
EGP",12/10/2022
1680210890-2789,Audi Q8 A/T / S Line Plus 2022,"2,580,000
EGP","trending_up
+70,000
EGP","2,650,000
EGP",23/06/2022
1680210890-2790,Audi Q8 A/T / S Line Plus 2022,"2,280,000
EGP","trending_up
+300,000
EGP","2,580,000
EGP",11/5/2022
1680210890-2791,Audi Q8 A/T / S Line Plus 2022,"2,175,000
EGP","trending_up
+105,000
EGP","2,280,000
EGP",22/02/2022
1680210890-2792,Audi Q7 A/T / TFSI 2022,"2,750,000
EGP","trending_up
+450,000
EGP","3,200,000
EGP",15/11/2022
1680210890-2793,Audi Q7 A/T / TFSI 2022,"2,400,000
EGP","trending_up
+350,000
EGP","2,750,000
EGP",12/10/2022
1680210890-2794,Audi Q7 A/T / TFSI 2022,"2,380,000
EGP","trending_up
+20,000
EGP","2,400,000
EGP",23/06/2022
1680210890-2795,Audi Q7 A/T / TFSI 2022,"2,000,000
EGP","trending_up
+380,000
EGP","2,380,000
EGP",11/5/2022
1680210890-2796,Byd F3 Automtic / Full Option 2023,"385,000
EGP","trending_up
+25,000
EGP","410,000
EGP",12/2/2023
1680210890-2797,Byd F3 Automtic / Full Option 2023,"355,000
EGP","trending_up
+30,000
EGP","385,000
EGP",14/01/2023
1680210890-2798,Byd F3 Automtic / Full Option 2023,"325,000
EGP","trending_up
+30,000
EGP","355,000
EGP",31/10/2022
1680210890-2799,Byd F3 Automtic / Full Option 2023,"310,000
EGP","trending_up
+15,000
EGP","325,000
EGP",4/9/2022
1680210890-2800,Byd F3 Automtic / Full Option 2023,"290,000
EGP","trending_up
+20,000
EGP","310,000
EGP",29/08/2022
1680210890-2801,Byd F3 Automtic / Full Option 2023,"275,000
EGP","trending_up
+15,000
EGP","290,000
EGP",20/08/2022
1680210890-2802,Byd F3 Automtic / Full Option 2023,"265,000
EGP","trending_up
+10,000
EGP","275,000
EGP",27/07/2022
1680210890-2803,Renault Megane Automatic / Signature 2022,"768,000
EGP","trending_down
-70,000
EGP","698,000
EGP",13/01/2023
1680210890-2804,Renault Megane Automatic / Signature 2022,"698,000
EGP","trending_up
+70,000
EGP","768,000
EGP",13/01/2023
1680210890-2805,Renault Megane Automatic / Signature 2022,"635,000
EGP","trending_up
+63,000
EGP","698,000
EGP",13/01/2023
1680210890-2806,Renault Megane Automatic / Signature 2022,"615,000
EGP","trending_up
+20,000
EGP","635,000
EGP",11/12/2022
1680210890-2807,Renault Megane Automatic / Signature 2022,"575,000
EGP","trending_up
+40,000
EGP","615,000
EGP",24/11/2022
1680210890-2808,Renault Megane Automatic / Signature 2022,"455,000
EGP","trending_up
+120,000
EGP","575,000
EGP",3/11/2022
1680210890-2809,Renault Megane Automatic / Signature 2022,"444,000
EGP","trending_up
+11,000
EGP","455,000
EGP",2/6/2022
1680210890-2810,Renault Megane Automatic / Signature 2022,"429,000
EGP","trending_up
+15,000
EGP","444,000
EGP",5/5/2022
1680210890-2811,Renault Megane Automatic / Signature 2022,"374,000
EGP","trending_up
+55,000
EGP","429,000
EGP",8/4/2022
1680210890-2812,Renault Sandero Step Way A/T / SW NAV 2022,"434,000
EGP","trending_up
+30,000
EGP","464,000
EGP",13/01/2023
1680210890-2813,Renault Sandero Step Way A/T / SW NAV 2022,"424,000
EGP","trending_up
+10,000
EGP","434,000
EGP",11/12/2022
1680210890-2814,Renault Sandero Step Way A/T / SW NAV 2022,"399,000
EGP","trending_up
+25,000
EGP","424,000
EGP",24/11/2022
1680210890-2815,Renault Sandero Step Way A/T / SW NAV 2022,"320,000
EGP","trending_up
+79,000
EGP","399,000
EGP",3/11/2022
1680210890-2816,Renault Sandero Step Way A/T / SW NAV 2022,"309,000
EGP","trending_up
+11,000
EGP","320,000
EGP",2/6/2022
1680210890-2817,Renault Sandero Step Way A/T / SW NAV 2022,"299,000
EGP","trending_up
+10,000
EGP","309,000
EGP",5/5/2022
1680210890-2818,Seat Ibiza A/T / Reference 2022,"555,000
EGP","trending_up
+40,000
EGP","595,000
EGP",6/12/2022
1680210890-2819,Seat Ibiza A/T / Reference 2022,"510,000
EGP","trending_up
+45,000
EGP","555,000
EGP",18/11/2022
1680210890-2820,Seat Ibiza A/T / Reference 2022,"299,000
EGP","trending_up
+211,000
EGP","510,000
EGP",13/10/2022
1680210890-2821,Seat Leon A/T / ADVANCED 2022,"410,000
EGP","trending_up
+420,000
EGP","830,000
EGP",18/11/2022
1680210890-2822,Geely Cool Ray A/T / Premium / black 2022,"649,000
EGP","trending_up
+80,000
EGP","729,000
EGP",14/01/2023
1680210890-2823,Geely Cool Ray A/T / Premium / black 2022,"545,000
EGP","trending_up
+104,000
EGP","649,000
EGP",21/11/2022
1680210890-2824,Geely Cool Ray A/T / Premium / black 2022,"495,000
EGP","trending_up
+50,000
EGP","545,000
EGP",18/09/2022
1680210890-2825,Jeep Renegade A/T / Longitude 2022,"720,000
EGP","trending_up
+175,000
EGP","895,000
EGP",5/2/2023
1680210890-2826,Jeep Renegade A/T / Longitude 2022,"499,900
EGP","trending_up
+220,100
EGP","720,000
EGP",22/11/2022
1680210890-2827,Jeep Renegade A/T / Longitude 2022,"435,000
EGP","trending_up
+64,900
EGP","499,900
EGP",20/07/2022
1680210890-2828,Jeep Renegade A/T / Limited Panorama 2022,"795,000
EGP","trending_up
+180,000
EGP","975,000
EGP",5/2/2023
1680210890-2829,Jeep Renegade A/T / Limited Panorama 2022,"580,000
EGP","trending_up
+215,000
EGP","795,000
EGP",22/11/2022
1680210890-2830,Jeep Renegade A/T / Limited Panorama 2022,"505,000
EGP","trending_up
+75,000
EGP","580,000
EGP",20/07/2022
1680210890-2831,Jeep Renegade A/T / Limited 4WD 2022,"850,000
EGP","trending_up
+200,000
EGP","1,050,000
EGP",5/2/2023
1680210890-2832,Jeep Renegade A/T / Limited 4WD 2022,"630,000
EGP","trending_up
+220,000
EGP","850,000
EGP",22/11/2022
1680210890-2833,Jeep Renegade A/T / Limited 4WD 2022,"550,000
EGP","trending_up
+80,000
EGP","630,000
EGP",20/07/2022
1680210890-2834,Volkswagen Golf A/T / Life 2022,"1,110,000
EGP","trending_up
+180,000
EGP","1,290,000
EGP",21/03/2023
1680210890-2835,Volkswagen Golf A/T / Life 2022,"950,000
EGP","trending_up
+160,000
EGP","1,110,000
EGP",15/12/2022
1680210890-2836,Volkswagen Golf A/T / Life 2022,"825,000
EGP","trending_up
+125,000
EGP","950,000
EGP",22/11/2022
1680210890-2837,Volkswagen Touareg A/T / R Line 2022,"2,400,000
EGP","trending_up
+950,000
EGP","3,350,000
EGP",21/03/2023
1680210890-2838,Volkswagen Touareg A/T / R Line 2022,"2,200,000
EGP","trending_up
+200,000
EGP","2,400,000
EGP",22/11/2022
1680210890-2839,Volkswagen T-Roc A/T / Life 2022,"950,000
EGP","trending_up
+200,000
EGP","1,150,000
EGP",21/03/2023
1680210890-2840,Volkswagen T-Roc A/T / Life 2022,"799,000
EGP","trending_up
+151,000
EGP","950,000
EGP",15/12/2022
1680210890-2841,Volkswagen T-Roc A/T / Life 2022,"690,000
EGP","trending_up
+109,000
EGP","799,000
EGP",22/11/2022
1680210890-2842,Volkswagen T-Roc A/T / R Line 2022,"1,090,000
EGP","trending_up
+200,000
EGP","1,290,000
EGP",21/03/2023
1680210890-2843,Volkswagen T-Roc A/T / R Line 2022,"109,000
EGP","trending_up
+981,000
EGP","1,090,000
EGP",15/12/2022
1680210890-2844,Volkswagen T-Roc A/T / R Line 2022,"795,000
EGP","trending_up
+104,000
EGP","899,000
EGP",22/11/2022
1680210890-2845,Renault Megane A/T / IntenseTurbo 2022,"676,000
EGP","trending_up
+64,000
EGP","740,000
EGP",13/01/2023
1680210890-2846,Renault Megane A/T / IntenseTurbo 2022,"656,000
EGP","trending_up
+20,000
EGP","676,000
EGP",11/12/2022
1680210890-2847,Renault Megane A/T / IntenseTurbo 2022,"616,000
EGP","trending_up
+40,000
EGP","656,000
EGP",24/11/2022
1680210890-2848,Ford EcoSport A/T / Trend plus 2022,"595,000
EGP","trending_up
+20,000
EGP","615,000
EGP",1/2/2023
1680210890-2849,Ford EcoSport A/T / Trend plus 2022,"545,000
EGP","trending_up
+50,000
EGP","595,000
EGP",22/01/2023
1680210890-2850,Ford EcoSport A/T / Trend plus 2022,"530,000
EGP","trending_up
+15,000
EGP","545,000
EGP",12/1/2023
1680210890-2851,Ford EcoSport A/T / Trend plus 2022,"505,000
EGP","trending_up
+25,000
EGP","530,000
EGP",18/12/2022
1680210890-2852,Ford EcoSport A/T / Trend plus 2022,"450,000
EGP","trending_up
+55,000
EGP","505,000
EGP",29/11/2022
1680210890-2853,Ford EcoSport A/T / Trend plus 2022,"332,000
EGP","trending_up
+118,000
EGP","450,000
EGP",21/11/2022
1680210890-2854,Ford EcoSport A/T / Sport plus 2022,"660,000
EGP","trending_up
+20,000
EGP","680,000
EGP",1/2/2023
1680210890-2855,Ford EcoSport A/T / Sport plus 2022,"610,000
EGP","trending_up
+50,000
EGP","660,000
EGP",22/01/2023
1680210890-2856,Ford EcoSport A/T / Sport plus 2022,"595,000
EGP","trending_up
+15,000
EGP","610,000
EGP",12/1/2023
1680210890-2857,Ford EcoSport A/T / Sport plus 2022,"570,000
EGP","trending_up
+25,000
EGP","595,000
EGP",18/12/2022
1680210890-2858,Ford EcoSport A/T / Sport plus 2022,"505,000
EGP","trending_up
+65,000
EGP","570,000
EGP",29/11/2022
1680210890-2859,Ford EcoSport A/T / Sport plus 2022,"377,000
EGP","trending_up
+128,000
EGP","505,000
EGP",21/11/2022
1680210890-2860,Mercedes Maybach Automtic 2022,"7,630,000
EGP","trending_up
+2,369,000
EGP","9,999,000
EGP",16/01/2023
1680210890-2861,Mercedes Maybach Automtic 2022,"6,800,000
EGP","trending_up
+830,000
EGP","7,630,000
EGP",4/12/2022
1680210890-2862,Mercedes Maybach Automtic 2022,"6,290,000
EGP","trending_up
+510,000
EGP","6,800,000
EGP",2/8/2022
1680210890-2863,Mercedes Maybach Automtic 2022,"5,720,000
EGP","trending_up
+570,000
EGP","6,290,000
EGP",26/07/2022
1680210890-2864,Mercedes Maybach Automtic 2022,"5,450,000
EGP","trending_up
+300,000
EGP","5,750,000
EGP",21/04/2022
1680210890-2865,Mercedes CLS Class A/T / (350) coupe 2022,"2,475,000
EGP","trending_up
+900,000
EGP","3,375,000
EGP",16/01/2023
1680210890-2866,Mercedes CLS Class A/T / (350) coupe 2022,"2,200,000
EGP","trending_up
+275,000
EGP","2,475,000
EGP",4/12/2022
1680210890-2867,Mercedes CLS Class A/T / (350) coupe 2022,"2,050,000
EGP","trending_up
+150,000
EGP","2,200,000
EGP",2/8/2022
1680210890-2868,Mercedes CLS Class A/T / (350) coupe 2022,"1,865,000
EGP","trending_up
+185,000
EGP","2,050,000
EGP",26/07/2022
1680210890-2869,Mercedes CLS Class A/T / (350) coupe 2022,"1,775,000
EGP","trending_up
+90,000
EGP","1,865,000
EGP",21/04/2022
1680210890-2870,Mercedes GLE A/T / 450 4MATIC 2022,"2,730,000
EGP","trending_up
+1,170,000
EGP","3,900,000
EGP",16/01/2023
1680210890-2871,Mercedes GLE A/T / 450 4MATIC 2022,"2,400,000
EGP","trending_up
+330,000
EGP","2,730,000
EGP",4/12/2022
1680210890-2872,Mercedes GLE A/T / 450 4MATIC 2022,"2,015,000
EGP","trending_up
+385,000
EGP","2,400,000
EGP",2/8/2022
1680210890-2873,Mercedes GLE A/T / 450 4MATIC 2022,"1,905,000
EGP","trending_up
+110,000
EGP","2,015,000
EGP",21/04/2022
1680210890-2874,Mercedes GLS A/T / 580 class 2022,"3,599,000
EGP","trending_up
+861,000
EGP","4,460,000
EGP",16/01/2023
1680210890-2875,Mercedes GLS A/T / 580 class 2022,"3,300,000
EGP","trending_up
+299,000
EGP","3,599,000
EGP",4/12/2022
1680210890-2876,Mercedes GLS A/T / 580 class 2022,"2,990,000
EGP","trending_up
+310,000
EGP","3,300,000
EGP",2/8/2022
1680210890-2877,Mercedes GLS A/T / 580 class 2022,"2,730,000
EGP","trending_up
+260,000
EGP","2,990,000
EGP",26/07/2022
1680210890-2878,Mercedes GLS A/T / 580 class 2022,"2,605,000
EGP","trending_up
+125,000
EGP","2,730,000
EGP",21/04/2022
1680210890-2879,Mercedes AMG GT A/T / 43-DOOR COUPE 2022,"3,920,000
EGP","trending_up
+1,430,000
EGP","5,350,000
EGP",16/01/2023
1680210890-2880,Mercedes AMG GT A/T / 43-DOOR COUPE 2022,"3,500,000
EGP","trending_up
+420,000
EGP","3,920,000
EGP",4/12/2022
1680210890-2881,Mercedes AMG GT A/T / 43-DOOR COUPE 2022,"3,270,000
EGP","trending_up
+230,000
EGP","3,500,000
EGP",2/8/2022
1680210890-2882,Mercedes AMG GT A/T / 43-DOOR COUPE 2022,"2,970,000
EGP","trending_up
+300,000
EGP","3,270,000
EGP",26/07/2022
1680210890-2883,Mercedes AMG GT A/T / 43-DOOR COUPE 2022,"2,830,000
EGP","trending_up
+140,000
EGP","2,970,000
EGP",21/04/2022
1680210890-2884,Mercedes AMG GT A/T / 53 4M+4DOOR COUPE AMG 2022,"4,920,000
EGP","trending_up
+1,795,000
EGP","6,715,000
EGP",16/01/2023
1680210890-2885,Mercedes AMG GT A/T / 53 4M+4DOOR COUPE AMG 2022,"4,500,000
EGP","trending_up
+420,000
EGP","4,920,000
EGP",4/12/2022
1680210890-2886,Mercedes AMG GT A/T / 53 4M+4DOOR COUPE AMG 2022,"4,050,000
EGP","trending_up
+450,000
EGP","4,500,000
EGP",2/8/2022
1680210890-2887,Mercedes AMG GT A/T / 53 4M+4DOOR COUPE AMG 2022,"3,655,000
EGP","trending_up
+395,000
EGP","4,050,000
EGP",26/07/2022
1680210890-2888,Mercedes AMG GT A/T / 53 4M+4DOOR COUPE AMG 2022,"3,490,000
EGP","trending_up
+165,000
EGP","3,655,000
EGP",26/07/2022
1680210890-2889,Skoda Octavia A8 A/T / Ambition 2022,"980,000
EGP","trending_up
+50,000
EGP","1,030,000
EGP",5/3/2023
